,a
4789,0.58092165
4790,0.6133172
4791,0.5520954
4792,0.51768804
4793,0.4292047
4794,0.43962297
4795,0.2568102
4796,0.42674705
4797,0.20050848
4798,0.2603742
4799,0.16829175
4800,0.15067208
4801,0.30982432
4802,0.4698273
4803,0.5372716
4804,0.4730123
4805,0.507855
4806,0.5279225
4807,0.3942355
4808,0.83804756
4809,0.5730334
4810,0.47273582
4811,0.60795444
4812,0.46023545
4813,0.4579128
4814,0.12708187
4815,0.17549771
4816,0.2335619
4817,0.11116418
4818,0.45168656
4819,0.18536437
4820,0.24631834
4821,0.6428339
4822,0.2525432
4823,0.012021869
4824,0.07987824
4825,0.23710424
4826,0.04733506
4827,0.46635848
4828,0.46177664
4829,0.48582488
4830,0.45184368
4831,0.1163789
4832,0.38568604
4833,0.2053932
4834,0.5721395
4835,0.65087533
4836,0.6165976
4837,0.57445467
4838,0.24986967
4839,0.10679644
4840,0.4750943
4841,0.47342342
4842,0.19875973
4843,0.09437212
4844,0.17944598
4845,0.40603554
4846,0.23633608
4847,0.23296183
4848,0.39064205
4849,0.44297302
4850,0.3706069
4851,0.43494904
4852,0.2528466
4853,0.3939612
4854,0.11038041
4855,0.4190968
4856,0.18519765
4857,0.1604262
4858,0.36326715
4859,0.20073777
4860,0.13706237
4861,0.13402683
4862,0.47981307
4863,0.3651505
4864,0.42226306
4865,0.26183486
4866,0.4235352
4867,0.16757429
4868,0.39944196
4869,0.12987196
4870,0.40339088
4871,0.42802835
4872,0.3744124
4873,0.07586259
4874,0.19535774
4875,0.036837697
4876,0.18780375
4877,0.47844437
4878,0.26392922
4879,0.25608394
4880,0.49154368
4881,0.48076108
4882,0.62041944
4883,0.6039854
4884,0.6371849
4885,0.58265734
4886,0.53864944
4887,0.58814424
4888,0.49830934
4889,0.47119913
4890,0.44446123
4891,0.36719066
4892,0.012485117
4893,0.2606783
4894,0.42259637
4895,0.42609447
4896,0.26710412
4897,0.21491984
4898,0.075792015
4899,0.12445241
4900,0.47444677
4901,0.2501098
4902,0.22776073
4903,0.24313101
4904,0.4859119
4905,0.5535373
4906,0.5624197
4907,0.5973917
4908,0.6115074
4909,0.6190487
4910,0.59279066
4911,0.52513117
4912,0.4337262
4913,0.4272471
4914,0.20673731
4915,0.14142835
4916,0.0626477
4917,0.25817886
4918,0.24979529
4919,0.49060988
4920,0.19508189
4921,0.04810652
4922,0.26777864
4923,0.48939192
4924,0.14784217
4925,0.21774971
4926,0.6156639
4927,0.5039043
4928,0.16838503
4929,0.25965106
4930,0.7138988
4931,0.66859114
4932,0.60660243
4933,0.6542315
4934,0.52798796
4935,0.22885829
4936,0.46414492
4937,0.43004805
4938,0.42950788
4939,0.14497149
4940,0.42972004
4941,0.15100831
4942,0.18248779
4943,0.014499962
4944,0.06508827
4945,0.10704571
4946,0.23178351
4947,0.020874083
4948,0.014296293
4949,0.012232512
4950,0.037261933
4951,0.023877412
4952,0.7998598
4953,0.13265795
4954,0.7273084
4955,0.802019
4956,0.788889
4957,0.7767978
4958,0.7340714
4959,0.11748394
4960,0.4556962
4961,0.45979935
4962,0.48271093
4963,0.38650507
4964,0.37589335
4965,0.23115122
4966,0.24866968
4967,0.16139811
4968,0.26012114
4969,0.4907768
4970,0.251288
4971,0.5653088
4972,0.24080685
4973,0.004091054
4974,0.26793846
4975,0.5367306
4976,0.685809
4977,0.72359776
4978,0.7647997
4979,0.8574643
4980,0.6706772
4981,0.66329443
4982,0.59826124
4983,0.59499305
4984,0.49770957
4985,0.51833016
4986,0.4449612
4987,0.49267265
4988,0.4434225
4989,0.15175349
4990,0.25318602
4991,0.1528602
4992,0.4449825
4993,0.2308299
4994,0.26857603
4995,0.027023405
4996,0.15903842
4997,0.48288104
4998,0.21792921
4999,0.23352966
5000,0.10588136
5001,0.089303225
5002,0.7824059
5003,0.7252678
5004,0.73553425
5005,0.26172888
5006,0.16376862
5007,0.2600845
5008,0.23697132
5009,0.23173481
5010,0.22697806
5011,0.40369314
5012,0.088445544
5013,0.01825738
5014,0.086636424
5015,0.17241728
5016,0.25700784
5017,0.09788436
5018,0.0941506
5019,0.12919903
5020,0.18970704
5021,0.26139706
5022,0.16358447
5023,0.5122061
5024,0.44724292
5025,0.62981534
5026,0.43701294
5027,0.57304496
5028,0.51757896
5029,0.6575954
5030,0.17963827
5031,0.49211445
5032,0.26459295
5033,0.17268151
5034,0.18497357
5035,0.18851805
5036,0.4144006
5037,0.052598476
5038,0.0594081
5039,0.13659585
5040,0.14319748
5041,0.09350985
5042,0.013651907
5043,0.2507363
5044,0.2091642
5045,0.25066328
5046,0.5443753
5047,0.25902528
5048,0.5364453
5049,0.53022337
5050,0.4874664
5051,0.59349966
5052,0.56237966
5053,0.7011162
5054,0.12107402
5055,0.42911303
5056,0.21665102
5057,0.24401122
5058,0.21940804
5059,0.2271106
5060,0.19034791
5061,0.09597945
5062,0.20731986
5063,0.26287818
5064,0.17591566
5065,0.10001531
5066,0.061356604
5067,0.14612699
5068,0.2670977
5069,0.20763507
5070,0.23516524
5071,0.6987495
5072,0.5946751
5073,0.7208462
5074,0.69449997
5075,0.70956826
5076,0.6711607
5077,0.6267188
5078,0.64061373
5079,0.60959005
5080,0.5441462
5081,0.5204662
5082,0.11512485
5083,0.038600147
5084,0.06962681
5085,0.24052176
5086,0.19137654
5087,0.26333243
5088,0.23718327
5089,0.13532197
5090,0.11152956
5091,0.069258094
5092,0.11066586
5093,0.08023691
5094,0.24061829
5095,0.19854122
5096,0.75231034
5097,0.75693357
5098,0.76537645
5099,0.7714414
5100,0.7951739
5101,0.6678809
5102,0.7513828
5103,0.6890074
5104,0.50819904
5105,0.47411874
5106,0.47600046
5107,0.23704833
5108,0.3359794
5109,0.25028622
5110,0.19490793
5111,0.24916986
5112,0.036803663
5113,0.19524068
5114,0.22559327
5115,0.51535565
5116,0.06866467
5117,0.07022512
5118,0.071082234
5119,0.1699329
5120,0.2340618
5121,0.6290692
5122,0.7150925
5123,0.6051035
5124,0.6361331
5125,0.65130043
5126,0.5249754
5127,0.52743816
5128,0.53798914
5129,0.437531
5130,0.40219122
5131,0.39692962
5132,0.07587093
5133,0.24123597
5134,0.1431357
5135,0.12509727
5136,0.2671184
5137,0.12690854
5138,0.12061685
5139,0.16702193
5140,0.035906315
5141,0.40715033
5142,0.25358188
5143,0.098136365
5144,0.66605127
5145,0.55724657
5146,0.7283038
5147,0.68261707
5148,0.10545254
5149,0.25237375
5150,0.08222765
5151,0.25861323
5152,0.4610185
5153,0.01126194
5154,0.08917245
5155,0.310332
5156,0.013371021
5157,0.0672324
5158,0.16285983
5159,0.16485965
5160,0.26586884
5161,0.35157382
5162,0.18843532
5163,0.34708112
5164,0.4721221
5165,0.2678091
5166,0.1678164
5167,0.08688587
5168,0.48348182
5169,0.64999384
5170,0.1909005
5171,0.5669853
5172,0.25379503
5173,0.6345821
5174,0.5607632
5175,0.5539446
5176,0.45690984
5177,0.23422271
5178,0.04273644
5179,0.2647158
5180,0.23938769
5181,0.041676104
5182,0.18844488
5183,0.45233864
5184,0.4186162
5185,0.20300126
5186,0.122710645
5187,0.45140436
5188,0.07502726
5189,0.32218504
5190,0.28542
5191,0.37176457
5192,0.254026
5193,0.2360448
5194,0.63720864
5195,0.56589544
5196,0.4730325
5197,0.53103256
5198,0.53706944
5199,0.116069525
5200,0.4521225
5201,0.1113404
5202,0.41585314
5203,0.04294631
5204,0.40951356
5205,0.23700708
5206,0.18370062
5207,0.19120094
5208,0.20974162
5209,0.26377594
5210,0.26620245
5211,0.16268808
5212,0.14762288
5213,0.03972271
5214,0.053539336
5215,0.68002766
5216,0.7249266
5217,0.7209954
5218,0.2454465
5219,0.80371094
5220,0.74765986
5221,0.7323369
5222,0.6458237
5223,0.56054723
5224,0.22133815
5225,0.18699965
5226,0.26736653
5227,0.16319746
5228,0.06847179
5229,0.17456436
5230,0.062329322
5231,0.09294438
5232,0.081169784
5233,0.1017012
5234,0.265583
5235,0.1881195
5236,0.4324574
5237,0.20831439
5238,0.61775786
5239,0.6509522
5240,0.7146608
5241,0.2390058
5242,0.758456
5243,0.6962689
5244,0.72351635
5245,0.6834861
5246,0.26841986
5247,0.5703107
5248,0.481463
5249,0.45469266
5250,0.4620399
5251,0.26358926
5252,0.15064842
5253,0.1311431
5254,0.03206283
5255,0.22326392
5256,0.2655627
5257,0.23487154
5258,0.07348874
5259,0.43550417
5260,0.26034796
5261,0.24662945
5262,0.08331671
5263,0.15395603
5264,0.64553297
5265,0.834432
5266,0.83414817
5267,0.74662185
5268,0.73044753
5269,0.78224003
5270,0.6995591
5271,0.5748377
5272,0.51241624
5273,0.4301464
5274,0.44359916
5275,0.26723325
5276,0.41726413
5277,0.2032232
5278,0.14311677
5279,0.054820478
5280,0.1301617
5281,0.48105997
5282,0.2567136
5283,0.10115874
5284,0.061558843
5285,0.002125591
5286,0.1356203
5287,0.1528269
5288,0.69700456
5289,0.85540825
5290,0.72274876
5291,0.6918609
5292,0.69652385
5293,0.7338449
5294,0.49820003
5295,0.6433644
5296,0.5503965
5297,0.48674834
5298,0.42776045
5299,0.21912971
5300,0.3188576
5301,0.2525227
5302,0.23040998
5303,0.26393297
5304,0.09096944
5305,0.078142405
5306,0.26594776
5307,0.5770464
5308,0.24115103
5309,0.14705616
5310,0.5509813
5311,0.62000066
5312,0.7152221
5313,0.7799278
5314,0.74331474
5315,0.68417096
5316,0.8162288
5317,0.63401365
5318,0.5215964
5319,0.25053144
5320,0.42308185
5321,0.45023224
5322,0.46408427
5323,0.2547415
5324,0.2522456
5325,0.15866089
5326,0.19851542
5327,0.26585814
5328,0.2670884
5329,0.09192872
5330,0.5213891
5331,0.5198043
5332,0.23373955
5333,0.21668828
5334,0.22328314
5335,0.536457
5336,0.69179606
5337,0.7349024
5338,0.72583616
5339,0.72326505
5340,0.7256706
5341,0.5972985
5342,0.50425315
5343,0.1327393
5344,0.23884228
5345,0.25350115
5346,0.20589906
5347,0.24033344
5348,0.24367622
5349,0.07788205
5350,0.46565792
5351,0.374009
5352,0.07906067
5353,0.2668813
5354,0.2193225
5355,0.14954418
5356,0.22814447
5357,0.5012654
5358,0.20981652
5359,0.54936695
5360,0.70134264
5361,0.80011654
5362,0.7109294
5363,0.6829852
5364,0.53510886
5365,0.118971854
5366,0.029351562
5367,0.21344668
5368,0.1300244
5369,0.43536508
5370,0.25835645
5371,0.08738795
5372,0.45167175
5373,0.154872
5374,0.26556376
5375,0.019888997
5376,0.16232401
5377,0.124368995
5378,0.2664445
5379,0.09142503
5380,0.034698367
5381,0.14074469
5382,0.47426122
5383,0.5296805
5384,0.6325214
5385,0.67743593
5386,0.7160735
5387,0.7853608
5388,0.6598295
5389,0.7331358
5390,0.6930448
5391,0.5489178
5392,0.2673422
5393,0.4958047
5394,0.4485544
5395,0.10279089
5396,0.14265457
5397,0.3024342
5398,0.3979614
5399,0.20635971
5400,0.4264085
5401,0.46879208
5402,0.012279838
5403,0.45632568
5404,0.25320482
5405,0.2022976
5406,0.5040146
5407,0.16492894
5408,0.62663954
5409,0.71547276
5410,0.7128092
5411,0.70882773
5412,0.73248166
5413,0.69319326
5414,0.2641658
5415,0.5978279
5416,0.54958296
5417,0.56323564
5418,0.4520107
5419,0.41073734
5420,0.39673048
5421,0.3356773
5422,0.5131826
5423,0.1183871
5424,0.2457042
5425,0.41878688
5426,0.36924994
5427,0.43359187
5428,0.46454865
5429,0.50316197
5430,0.60362816
5431,0.1650905
5432,0.56957585
5433,0.6024382
5434,0.6500221
5435,0.6563971
5436,0.6809601
5437,0.7640606
5438,0.7084743
5439,0.66398627
5440,0.503406
5441,0.5098634
5442,0.41831785
5443,0.2213406
5444,0.08147824
5445,0.20791638
5446,0.4599339
5447,0.24092942
5448,0.06734055
5449,0.37894434
5450,0.5226309
5451,0.19148958
5452,0.11229539
5453,0.13289458
5454,0.22532824
5455,0.26813066
5456,0.57721233
5457,0.655392
5458,0.746631
5459,0.659747
5460,0.7567135
5461,0.61949736
5462,0.61737907
5463,0.6688521
5464,0.5346176
5465,0.5047539
5466,0.42463267
5467,0.15180212
5468,0.20992386
5469,0.1465196
5470,0.2286681
5471,0.26252177
5472,0.22569513
5473,0.28499693
5474,0.082025945
5475,0.21293318
5476,0.0019346178
5477,0.0023142993
5478,0.44252175
5479,0.2447682
5480,0.55202657
5481,0.6606602
5482,0.72304255
5483,0.7904644
5484,0.7401976
5485,0.63683987
5486,0.6291235
5487,0.57019496
5488,0.4748739
5489,0.4198697
5490,0.4533111
5491,0.26751587
5492,0.41247797
5493,0.22934717
5494,0.14266428
5495,0.4704664
5496,0.3839887
5497,0.08904582
5498,0.40790325
5499,0.5836436
5500,0.36770517
5501,0.5680999
5502,0.51845723
5503,0.2352472
5504,0.54612535
5505,0.6167674
5506,0.69365937
5507,0.72029376
5508,0.15130258
5509,0.6108486
5510,0.5880279
5511,0.5807877
5512,0.5542423
5513,0.13351458
5514,0.0682424
5515,0.18888229
5516,0.5103938
5517,0.25056928
5518,0.3789763
5519,0.3387851
5520,0.38924456
5521,0.28978646
5522,0.43834698
5523,0.4499119
5524,0.5512385
5525,0.5515565
5526,0.4561986
5527,0.2688291
5528,0.6240723
5529,0.6004231
5530,0.66415346
5531,0.73910624
5532,0.66552097
5533,0.23956385
5534,0.20410922
5535,0.50468105
5536,0.25347537
5537,0.11740309
5538,0.07419428
5539,0.31714928
5540,0.36614007
5541,0.46515366
5542,0.11111304
5543,0.32972682
5544,0.36558092
5545,0.34795398
5546,0.46824992
5547,0.036979616
5548,0.44928816
5549,0.44968665
5550,0.26171106
5551,0.481914
5552,0.58916354
5553,0.53301376
5554,0.5581495
5555,0.7235201
5556,0.68578464
5557,0.74948525
5558,0.733099
5559,0.6871107
5560,0.09278464
5561,0.41753462
5562,0.45107907
5563,0.41589448
5564,0.39840508
5565,0.06900057
5566,0.08957207
5567,0.24596304
5568,0.16288832
5569,0.19213465
5570,0.26845378
5571,0.34494483
5572,0.5325284
5573,0.17412847
5574,0.26423234
5575,0.25055248
5576,0.20384401
5577,0.68657136
5578,0.6578479
5579,0.5865585
5580,0.4959788
5581,0.5030829
5582,0.47106865
5583,0.59230894
5584,0.5043844
5585,0.12849128
5586,0.38979223
5587,0.39795086
5588,0.24147204
5589,0.38900405
5590,0.43929017
5591,0.26874167
5592,0.26011136
5593,0.37156877
5594,0.20344985
5595,0.014412403
5596,0.19311976
5597,0.030501276
5598,0.6078151
5599,0.17945647
5600,0.5842018
5601,0.57593244
5602,0.7005235
5603,0.76292825
5604,0.68834186
5605,0.6139393
5606,0.60389996
5607,0.6252836
5608,0.5327255
5609,0.47713524
5610,0.42062452
5611,0.39634764
5612,0.15272969
5613,0.44387448
5614,0.46935186
5615,0.41101688
5616,0.031963646
5617,0.3850658
5618,0.42083836
5619,0.28782082
5620,0.44055495
5621,0.35346502
5622,0.44147667
5623,0.26074088
5624,0.18606475
5625,0.7135715
5626,0.6757525
5627,0.6946343
5628,0.9603087
5629,0.6234516
5630,0.5722326
5631,0.52704406
5632,0.5382433
5633,0.4548894
5634,0.23885873
5635,0.13211036
5636,0.17075789
5637,0.06725407
5638,0.0165734
5639,0.4384558
5640,0.43065923
5641,0.6603975
5642,0.4020266
5643,0.42279705
5644,0.20915085
5645,0.51678276
5646,0.17392641
5647,0.6708192
5648,0.69616896
5649,0.6675141
5650,0.73719895
5651,0.74345815
5652,0.67762506
5653,0.6160827
5654,0.6696087
5655,0.23753771
5656,0.5873927
5657,0.43049976
5658,0.40771085
5659,0.25659811
5660,0.18991566
5661,0.34758955
5662,0.248339
5663,0.22025141
5664,0.44258368
5665,0.5713601
5666,0.4232664
5667,0.40021312
5668,0.46096283
5669,0.52072453
5670,0.64651144
5671,0.19216567
5672,0.56622875
5673,0.59083366
5674,0.17912233
5675,0.56403023
5676,0.604098
5677,0.48537838
5678,0.52397674
5679,0.26500905
5680,0.2605512
5681,0.036739767
5682,0.09525406
5683,0.06956029
5684,0.09540832
5685,0.20043543
5686,0.07089269
5687,0.010728478
5688,0.12674227
5689,0.26613432
5690,0.11115509
5691,0.35494924
5692,0.2699883
5693,0.39201674
5694,0.18604156
5695,0.10425073
5696,0.6480726
5697,0.6014315
5698,0.667722
5699,0.2558089
5700,0.6332944
5701,0.6245557
5702,0.64420235
5703,0.583385
5704,0.26392084
5705,0.35961396
5706,0.24288654
5707,0.0074581504
5708,0.0053110123
5709,0.13266635
5710,0.12998104
5711,0.089043975
5712,0.2262614
5713,0.17276233
5714,0.13363671
5715,0.5200619
5716,0.26545626
5717,0.26499337
5718,0.54006636
5719,0.51808304
5720,0.63585085
5721,0.2030893
5722,0.64895344
5723,0.6994448
5724,0.7672298
5725,0.64319795
5726,0.78935647
5727,0.55769926
5728,0.49112496
5729,0.5226721
5730,0.45514426
5731,0.13572198
5732,0.41306043
5733,0.22651798
5734,0.059868872
5735,0.16780514
5736,0.56224376
5737,0.03465247
5738,0.4149227
5739,0.36376452
5740,0.07131818
5741,0.5185694
5742,0.03927657
5743,0.26892114
5744,0.674791
5745,0.7105884
5746,0.7394422
5747,0.707832
5748,0.71112907
5749,0.7744827
5750,0.75002635
5751,0.6645332
5752,0.5017651
5753,0.44299078
5754,0.43460822
5755,0.37156877
5756,0.15686175
5757,0.034869134
5758,0.27917552
5759,0.44313556
5760,0.3579358
5761,0.20407343
5762,0.4538299
5763,0.5045238
5764,0.21183082
5765,0.44107914
5766,0.18516222
5767,0.61100477
5768,0.71821356
5769,0.7115468
5770,0.70997643
5771,0.7226882
5772,0.74512523
5773,0.70588875
5774,0.67146957
5775,0.61339694
5776,0.55862397
5777,0.4612326
5778,0.24293283
5779,0.25204647
5780,0.23695904
5781,0.3176362
5782,0.3570274
5783,0.41901803
5784,0.4771866
5785,0.03754714
5786,0.2781536
5787,0.28318244
5788,0.34412882
5789,0.4330061
5790,0.4467875
5791,0.55221766
5792,0.5764533
5793,0.76109576
5794,0.7253121
5795,0.7477517
5796,0.6669095
5797,0.64370847
5798,0.5922507
5799,0.56894124
5800,0.49087548
5801,0.44287652
5802,0.25248358
5803,0.392558
5804,0.4189777
5805,0.01899159
5806,0.020804465
5807,0.023329973
5808,0.39160153
5809,0.41928995
5810,0.030698717
5811,0.2435374
5812,0.36224854
5813,0.12014842
5814,0.16783613
5815,0.6130097
5816,0.6269556
5817,0.7046459
5818,0.7407422
5819,0.7619281
5820,0.6689194
5821,0.69582
5822,0.59864855
5823,0.25432962
5824,0.14566135
5825,0.23816505
5826,0.08540276
5827,0.16313237
5828,0.12349242
5829,0.42291462
5830,0.018791199
5831,0.46115783
5832,0.41138837
5833,0.48586148
5834,0.10008517
5835,0.47946915
5836,0.48138982
5837,0.5342562
5838,0.18672076
5839,0.14554232
5840,0.67750597
5841,0.76689065
5842,0.7427412
5843,0.7982601
5844,0.7781335
5845,0.6456059
5846,0.6424705
5847,0.6568997
5848,0.2578984
5849,0.17261672
5850,0.40056428
5851,0.24798343
5852,0.25592738
5853,0.38636452
5854,0.39877227
5855,0.33769196
5856,0.2874025
5857,0.41890976
5858,0.49805486
5859,0.48171532
5860,0.45017147
5861,0.07572591
5862,0.19151962
5863,0.20955211
5864,0.62158024
5865,0.6674955
5866,0.6582717
5867,0.7192086
5868,0.66186327
5869,0.58542246
5870,0.70505464
5871,0.14175752
5872,0.5248863
5873,0.36733344
5874,0.25285235
5875,0.26407182
5876,0.21422482
5877,0.32926747
5878,0.11065608
5879,0.1425578
5880,0.3619023
5881,0.25803968
5882,0.067126095
5883,0.0009329319
5884,0.52513844
5885,0.25602272
5886,0.18353906
5887,0.6335811
5888,0.6484318
5889,0.7194791
5890,0.7691757
5891,0.8024369
5892,0.72714895
5893,0.7311073
5894,0.6401984
5895,0.66342676
5896,0.5584698
5897,0.47849503
5898,0.3953666
5899,0.35760444
5900,0.2570086
5901,0.17306894
5902,0.08026123
5903,0.11838317
5904,0.2786107
5905,0.19010606
5906,0.16369238
5907,0.35685742
5908,0.4883374
5909,0.47465307
5910,0.012421697
5911,0.559902
5912,0.618505
5913,0.7206007
5914,0.6818217
5915,0.7322151
5916,0.7280619
5917,0.6859208
5918,0.6172827
5919,0.6666194
5920,0.5135018
5921,0.43244013
5922,0.41365987
5923,0.30936745
5924,0.22370368
5925,0.0832226
5926,0.06459701
5927,0.32237118
5928,0.4875639
5929,0.37156862
5930,0.30510342
5931,0.35560852
5932,0.46288455
5933,0.39273632
5934,0.46023527
5935,0.5962399
5936,0.6838152
5937,0.6921398
5938,0.68355614
5939,0.6936297
5940,0.7528416
5941,0.7512586
5942,0.6701462
5943,0.6608768
5944,0.5874799
5945,0.48996153
5946,0.4652939
5947,0.22440282
5948,0.37946188
5949,0.44830653
5950,0.42415023
5951,0.035150588
5952,0.41823912
5953,0.45228714
5954,0.0030306876
5955,0.3293208
5956,0.02669859
5957,0.22915024
5958,0.51835686
5959,0.5628028
5960,0.598845
5961,0.7456117
5962,0.7538918
5963,0.8258131
5964,0.6529505
5965,0.7583862
5966,0.15863138
5967,0.6090666
5968,0.5028467
5969,0.4983402
5970,0.40871638
5971,0.24305862
5972,0.348944
5973,0.30641127
5974,0.3897705
5975,0.39560694
5976,0.44378233
5977,0.38743222
5978,0.48576418
5979,0.45207414
5980,0.32637745
5981,0.40050268
5982,0.12386322
5983,0.13808969
5984,0.62406397
5985,0.71365386
5986,0.77461815
5987,0.6874423
5988,0.6761559
5989,0.7175008
5990,0.6093291
5991,0.70363224
5992,0.52643824
5993,0.4773731
5994,0.4226635
5995,0.10768828
5996,0.26862526
5997,0.43428752
5998,0.46575028
5999,0.015531361
6000,0.40557247
6001,0.42859173
6002,0.47994074
6003,0.50148386
6004,0.5111992
6005,0.032989085
6006,0.23255774
6007,0.4782527
6008,0.627295
6009,0.53313035
6010,0.59881145
6011,0.6395384
6012,0.53237486
6013,0.5270698
6014,0.23304397
6015,0.116686136
6016,0.4657318
6017,0.24369359
6018,0.2078628
6019,0.024897188
6020,0.25173983
6021,0.065194815
6022,0.3112175
6023,0.40552163
6024,0.38145092
6025,0.3831769
6026,0.38928413
6027,0.4904143
6028,0.51380056
6029,0.22627515
6030,0.09619266
6031,0.2413604
6032,0.6385306
6033,0.72762674
6034,0.5617609
6035,0.74368846
6036,0.59263474
6037,0.7334746
6038,0.6471617
6039,0.57761985
6040,0.4871337
6041,0.46758598
6042,0.07074526
6043,0.13349465
6044,0.059923977
6045,0.2146548
6046,0.21967077
6047,0.018752486
6048,0.20593339
6049,0.029897869
6050,0.09644523
6051,0.08316654
6052,0.6088656
6053,0.112021446
6054,0.18549597
6055,0.6102783
6056,0.7476297
6057,0.7187035
6058,0.69227105
6059,0.6902219
6060,0.65640545
6061,0.6602834
6062,0.72913337
6063,0.5836875
6064,0.5376846
6065,0.54208547
6066,0.25981224
6067,0.37825277
6068,0.26500815
6069,0.07438183
6070,0.12693056
6071,0.09409705
6072,0.15825677
6073,0.090956956
6074,0.6454231
6075,0.05300814
6076,0.06479019
6077,0.024372369
6078,0.13234985
6079,0.083328456
6080,0.58094805
6081,0.78419685
6082,0.7461424
6083,0.74980414
6084,0.66539633
6085,0.7013769
6086,0.69421756
6087,0.5738112
6088,0.5085149
6089,0.47166747
6090,0.452637
6091,0.43245482
6092,0.15609986
6093,0.46734425
6094,0.037862837
6095,0.47720453
6096,0.4249903
6097,0.057255924
6098,0.0064591765
6099,0.5719201
6100,0.5346147
6101,0.12631562
6102,0.08280292
6103,0.6901974
6104,0.18326846
6105,0.71667194
6106,0.7096851
6107,0.70687467
6108,0.714166
6109,0.7831895
6110,0.66078603
6111,0.61561507
6112,0.4936698
6113,0.47930723
6114,0.42348713
6115,0.20994854
6116,0.10156542
6117,0.2630744
6118,0.007974297
6119,0.4639945
6120,0.0026483834
6121,0.47474146
6122,0.55525607
6123,0.51196223
6124,0.37489718
6125,0.51824653
6126,0.14553571
6127,0.06480497
6128,0.66344756
6129,0.5872967
6130,0.26547068
6131,0.26818287
6132,0.2422843
6133,0.67715716
6134,0.6577083
6135,0.6916961
6136,0.5257775
6137,0.5014299
6138,0.41237774
6139,0.2678861
6140,0.066489756
6141,0.43012828
6142,0.51381916
6143,0.064725935
6144,0.8750252
6145,0.40330544
6146,0.46683207
6147,0.113598645
6148,0.3449939
6149,0.392997
6150,0.50752515
6151,0.72825265
6152,0.6420119
6153,0.69579077
6154,0.7469467
6155,0.869692
6156,0.7597077
6157,0.7383857
6158,0.2192958
6159,0.60274
6160,0.4909202
6161,0.19705552
6162,0.15308619
6163,0.09747249
6164,0.45935115
6165,0.34064943
6166,0.3889189
6167,0.48329607
6168,0.38251138
6169,0.28641546
6170,0.20153263
6171,0.56404334
6172,0.08074865
6173,0.3450874
6174,0.7024427
6175,0.50460523
6176,0.6637364
6177,0.25413656
6178,0.7345851
6179,0.75193447
6180,0.7077175
6181,0.61446446
6182,0.20310804
6183,0.21430188
6184,0.5066627
6185,0.25794798
6186,0.02632001
6187,0.4148604
6188,0.04301384
6189,0.43598
6190,0.3294049
6191,0.056759596
6192,0.034109116
6193,0.45063707
6194,0.03358254
6195,0.072760105
6196,0.49635616
6197,0.14111215
6198,0.6451844
6199,0.2603388
6200,0.5907556
6201,0.7722764
6202,0.67063445
6203,0.68606204
6204,0.7686756
6205,0.7535931
6206,0.6364407
6207,0.46175832
6208,0.45903704
6209,0.23359773
6210,0.17926455
6211,0.21917936
6212,0.4413256
6213,0.442996
6214,0.09746346
6215,0.06289849
6216,0.40421504
6217,0.53949744
6218,0.60751086
6219,0.028378457
6220,0.58279514
6221,0.25900996
6222,0.25693184
6223,0.56260127
6224,0.6129199
6225,0.781959
6226,0.7493805
6227,0.74525857
6228,0.75472057
6229,0.6815835
6230,0.6143836
6231,0.66865444
6232,0.055472434
6233,0.10740322
6234,0.19745362
6235,0.23834929
6236,0.14210677
6237,0.036123544
6238,0.1349709
6239,0.48973712
6240,0.12384033
6241,0.06340358
6242,0.11604455
6243,0.63253075
6244,0.064056665
6245,0.24329084
6246,0.028740555
6247,0.22763357
6248,0.13442662
6249,0.6418804
6250,0.7088404
6251,0.66870743
6252,0.7043706
6253,0.73686385
6254,0.5371973
6255,0.70718706
6256,0.5438947
6257,0.50241446
6258,0.47307372
6259,0.3999564
6260,0.443367
6261,0.23813847
6262,0.26076165
6263,0.44816652
6264,0.5001754
6265,0.0839304
6266,0.04168248
6267,0.09992552
6268,0.54033315
6269,0.55300486
6270,0.10659516
6271,0.65707636
6272,0.72056156
6273,0.68984604
6274,0.7412983
6275,0.6915574
6276,0.7520978
6277,0.7338962
6278,0.6393358
6279,0.5568965
6280,0.50832593
6281,0.487525
6282,0.36394408
6283,0.26287615
6284,0.2535995
6285,0.11485648
6286,0.21894228
6287,0.0012903512
6288,0.013115555
6289,0.046949774
6290,0.11668697
6291,0.013659239
6292,0.30862594
6293,0.38022125
6294,0.10334712
6295,0.6306036
6296,0.65127003
6297,0.72950166
6298,0.7095045
6299,0.77854663
6300,0.7417676
6301,0.7249011
6302,0.661528
6303,0.62823
6304,0.5090306
6305,0.49568602
6306,0.25563645
6307,0.42535585
6308,0.42697656
6309,0.20727283
6310,0.43408388
6311,0.46054268
6312,0.50833195
6313,0.037638992
6314,0.112288296
6315,0.11808139
6316,0.38821197
6317,0.4946752
6318,0.6396059
6319,0.18937165
6320,0.5868103
6321,0.71471256
6322,0.70344853
6323,0.7526978
6324,0.7349286
6325,0.670938
6326,0.57454616
6327,0.5012706
6328,0.4444774
6329,0.48257536
6330,0.25410798
6331,0.17402142
6332,0.24675909
6333,0.38991976
6334,0.03635207
6335,0.34593987
6336,0.38220292
6337,0.02368462
6338,0.09474105
6339,0.060181737
6340,0.42432326
6341,0.5609478
6342,0.5784936
6343,0.53735936
6344,0.6265509
6345,0.7095879
6346,0.7569929
6347,0.85776675
